Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
B	GO:0170039	proteinogenic amino acid metabolic process	32/1410	251/21192	0.12749003984063745	1.9161481732643892	3.8981096895273994	3.0980978728682956e-4	0.024852132936704373	0.02306913152932136	LKR/AK-HSDH/TAT/AK-HSDH/ARATH;BSAS3;1/NodGS/THA1/ADT3/CRR1/AGT/ATCYSD2/ATHSPRO2/ATATP-PRT1/AtCM3/ADT1/IMS2/TSB4/ATSERAT3;2/3-PGDH/ATCIMS/FD-GOGAT/ATIMD2/PDH2/ATCS-C/DAPDC1/SHM1/GAD2/AK3/GDC-H1/DCT/ALDH5F1/ALDH12A1	32
B	GO:0008652	amino acid biosynthetic process	25/1410	180/21192	0.1388888888888889	2.087470449172577	3.911742009443222	3.77790050283826e-4	0.029042610115569124	0.02695896543034144	LKR/AK-HSDH/AK-HSDH/ARATH;BSAS3;1/NodGS/THA1/ACS8/ADT3/CRR1/AGT/ATCYSD2/ATATP-PRT1/AtCM3/ADT1/IMS2/TSB4/ATSERAT3;2/3-PGDH/ATCIMS/FD-GOGAT/ATIMD2/ATCS-C/DAPDC1/SHM1/AK3	25
B	GO:1901568	fatty acid derivative metabolic process	13/1410	67/21192	0.19402985074626866	2.9162273737694506	4.1940757079488735	4.1021625800672176e-4	0.030273959840896064	0.028101972706397315	NA/ACOS5/AK-HSDH/AK-HSDH/LACS2/CRR1/ADS4.2/CER8/DAPDC1/CER4/AtHPCL/WRI4/ADS4	13
B	GO:0009409	response to cold	48/1410	442/21192	0.1085972850678733	1.6321940887648023	3.585937353727303	5.712267048736176e-4	0.03949579743254808	0.03666219507788089	LEA/EMB2728/EMB3113/ATHVA22A/DIN10/ATDI8/AtCLO3/ADH/LEA7/PRK/ATGRP7/ADC2/RCA/AtWIND1/ATMYB15/AIK1/LHCA1/ATGSTF2/LHCB2/AtLEA4-5/ATBT2/mMDH1/ATCBF3/ATCSLD2/AtPIF4/ATCHIA/HTT5/NA/PGK1/ATERF#011/ATCIPK14/CRB/CP29B/ABA3/P2y/SHM1/cfbp1/LEA25/ATCAT3/14-3-3KAPPA/ATHM1/ADC1/NA/ATMYB14/ATPLAT1/ALDH5F1/NA/LTI6b	48
B	GO:1901605	alpha-amino acid metabolic process	33/1410	271/21192	0.12177121771217712	1.830195493444296	3.6721801658898503	5.779872795007037e-4	0.03949579743254808	0.03666219507788089	LKR/AK-HSDH/TAT/AK-HSDH/ARATH;BSAS3;1/NodGS/THA1/ACS8/ADT3/CRR1/AGT/ATCYSD2/ATHSPRO2/ATATP-PRT1/AtCM3/ADT1/IMS2/TSB4/ATSERAT3;2/3-PGDH/ATCIMS/FD-GOGAT/ATIMD2/PDH2/ATCS-C/DAPDC1/SHM1/GAD2/AK3/GDC-H1/DCT/ALDH5F1/ALDH12A1	33
B	GO:0031667	response to nutrient levels	35/1410	295/21192	0.11864406779661017	1.783195095564371	3.6165059100391552	6.475528743260317e-4	0.04266910904041173	0.039607839343174946	NA/AFB1/ATAIG1/NA/AtPERK13/NA/AtMYB28/DIN9/NLP2/ATEBP/ATSUS4/CEPR1/ATG8G/ATWRKY75/ATCIPK23/FD-GOGAT/NA/ATWRKY6/BETA/BHLH100/AtPPsPase1/NIP6/AtbZIP1/PYD1/PHO1;H3/CEPD2/NA/ATATG18H/ATCAT3/DIN4/NA/ATPAH2/ATPPCK2/DCT/NA	35
C	GO:0071456	cellular response to hypoxia	47/1385	241/21192	0.1950207468879668	2.984028641191186	8.191158728726151	1.1413931150781616e-11	9.15665446866355e-9	8.099012359353113e-9	(AT)SRC2/AthCYSTM6/NA/SCL13/NA/SRO5/ATLPP1/EXL1/NA/NA/AtSTOP1/HHO3/NA/NA/NA/ATHSPRO2/BPS3/DVL10/AtPDC1/HKL/NA/HUP35/PER4/AtWRKY22/HUP26/RHA2B/PFK3/ATPUMP5/AtZAT6/ATHSP22.0/HUP54/ATPK19/AtS40-2/HSP17.6A/ANAC091/CBP1/NA/ATSPX1/NA/ACBP3/AtBBE22/NA/ATL56/ASUS1/NA/NA/NA	47
C	GO:0036294	cellular response to decreased oxygen levels	47/1385	243/21192	0.1934156378600823	2.9594687346793247	8.123647837132811	1.5449923175472805e-11	9.15665446866355e-9	8.099012359353113e-9	(AT)SRC2/AthCYSTM6/NA/SCL13/NA/SRO5/ATLPP1/EXL1/NA/NA/AtSTOP1/HHO3/NA/NA/NA/ATHSPRO2/BPS3/DVL10/AtPDC1/HKL/NA/HUP35/PER4/AtWRKY22/HUP26/RHA2B/PFK3/ATPUMP5/AtZAT6/ATHSP22.0/HUP54/ATPK19/AtS40-2/HSP17.6A/ANAC091/CBP1/NA/ATSPX1/NA/ACBP3/AtBBE22/NA/ATL56/ASUS1/NA/NA/NA	47
C	GO:0071453	cellular response to oxygen levels	47/1385	243/21192	0.1934156378600823	2.9594687346793247	8.123647837132811	1.5449923175472805e-11	9.15665446866355e-9	8.099012359353113e-9	(AT)SRC2/AthCYSTM6/NA/SCL13/NA/SRO5/ATLPP1/EXL1/NA/NA/AtSTOP1/HHO3/NA/NA/NA/ATHSPRO2/BPS3/DVL10/AtPDC1/HKL/NA/HUP35/PER4/AtWRKY22/HUP26/RHA2B/PFK3/ATPUMP5/AtZAT6/ATHSP22.0/HUP54/ATPK19/AtS40-2/HSP17.6A/ANAC091/CBP1/NA/ATSPX1/NA/ACBP3/AtBBE22/NA/ATL56/ASUS1/NA/NA/NA	47
C	GO:0001666	response to hypoxia	48/1385	271/21192	0.17712177121771217	2.710154928264084	7.492385998855355	2.3032118049157172e-10	1.0237776472850363e-7	9.055259043537057e-8	(AT)SRC2/AthCYSTM6/NA/SCL13/NA/SRO5/ATLPP1/EXL1/NA/NA/AtSTOP1/HHO3/NA/NA/NA/ATHSPRO2/BPS3/DVL10/AtPDC1/HKL/NA/HUP35/PER4/AtWRKY22/HUP26/RHA2B/PFK3/ATPUMP5/AtZAT6/AtFBA7/ATHSP22.0/HUP54/ATPK19/AtS40-2/HSP17.6A/ANAC091/CBP1/NA/ATSPX1/NA/ACBP3/AtBBE22/NA/ATL56/ASUS1/NA/NA/NA	48
C	GO:0036293	response to decreased oxygen levels	48/1385	275/21192	0.17454545454545456	2.6707344929438794	7.374207421065543	3.85757081468576e-10	1.29793159572114e-7	1.148013619091459e-7	(AT)SRC2/AthCYSTM6/NA/SCL13/NA/SRO5/ATLPP1/EXL1/NA/NA/AtSTOP1/HHO3/NA/NA/NA/ATHSPRO2/BPS3/DVL10/AtPDC1/HKL/NA/HUP35/PER4/AtWRKY22/HUP26/RHA2B/PFK3/ATPUMP5/AtZAT6/AtFBA7/ATHSP22.0/HUP54/ATPK19/AtS40-2/HSP17.6A/ANAC091/CBP1/NA/ATSPX1/NA/ACBP3/AtBBE22/NA/ATL56/ASUS1/NA/NA/NA	48
C	GO:0070482	response to oxygen levels	48/1385	276/21192	0.17391304347826086	2.661057918694082	7.3449908996828155	4.37997163910396e-10	1.29793159572114e-7	1.148013619091459e-7	(AT)SRC2/AthCYSTM6/NA/SCL13/NA/SRO5/ATLPP1/EXL1/NA/NA/AtSTOP1/HHO3/NA/NA/NA/ATHSPRO2/BPS3/DVL10/AtPDC1/HKL/NA/HUP35/PER4/AtWRKY22/HUP26/RHA2B/PFK3/ATPUMP5/AtZAT6/AtFBA7/ATHSP22.0/HUP54/ATPK19/AtS40-2/HSP17.6A/ANAC091/CBP1/NA/ATSPX1/NA/ACBP3/AtBBE22/NA/ATL56/ASUS1/NA/NA/NA	48
C	GO:0042742	defense response to bacterium	61/1385	463/21192	0.13174946004319654	2.0159094276068026	5.844502812644625	1.3344562682253488e-7	3.389518921292386e-5	2.9980115259077762e-5	NIMIN-1/ATEXT1/ATNFXL1/ATHLECRK/ACD6/FRK1/ATWRKY48/LRRAC1/LecRK-VII.2/ATNRAMP3/ATEXO70B2/ATMYB29/ATPME44/EXT-like/ATICS1/LecRK-I.8/ATHSPRO2/AZI3/CRK7/CRK4/NCH1/AtMYB28/ATOSM34/MAPKKK5/AtGH3.12/IRE3/CRK5/ATCLH1/AtMORC2/SARD1/CRK10/ATGST11/ATPME3/ATWRKY8/AtRLP51/CYP71A13/ATGLR3.6/CBRLK1/LecRK-VI.3/FLS2/WRKY4/AtPAM16/AtCAF1a/LecRK-IX.2/TET8/HSL2/RPS2/XLG2/ATMYB44/LecRK-V.2/PROSCOOP4/ArathEULS3/ATWRKY33/ACBP3/UGT76B1/PXMT1/RKL1/DELTA-OAT/NA/LecRK-VI.1/CRK20	61
C	GO:0009409	response to cold	58/1385	442/21192	0.13122171945701358	2.007834425078001	5.662165177011791	3.099342714011794e-7	6.888289181891213e-5	6.0926552825442385e-5	AHG3/STR10/GAPB/ATHVA22A/ACD6/CER60/ADC2/AtSLD2/AtCLO3/ATPGMP/AtCOR47/ATICS1/SHM1/COR78/AtATL78/ATCBF2/CP29A/ATPD/ABCG40/AtSWEET16/ATCSLD2/LHCA1/NDL2/OLE3/cfbp1/TUB6/AGL24/ATRBP31/ATFER1/CHS1/ATOCT3/COR15B/RAP2.1/DAG2/DREB26/SAUR14/AGL25/NA/ATPK19/TAPX/AtMYB60/THI1/ICE2/ATCIPK14/AtLEA4-5/ATPLDDELTA/AtRPK1/ATGSTF2/EMB3113/ATWRKY33/AtUSP/ARCK1/LHCA2/BAP1/AtLEA5/ASUS1/PRK/AOX1A	58
C	GO:0009415	response to water	59/1385	475/21192	0.12421052631578948	1.9005555766673	5.2491037084623375	1.5396788161037476e-6	2.6528334077235185e-4	2.3464170926167414e-4	AHG3/ATGSTU19/ATHVA22A/SPCH/STMP4/ATEXO70B2/AtCLO3/ATMYB29/ABI5/ATCTL1/XMPP/ATLOX2/PYR1/AtRDUF2/AtCOR47/XTH6/AIF/AtREM4.1/ATGRP-5/COR78/AtATL78/ATDR4/ATXDH1/AFP2/ANAC047/SAP5/ABI2/ABCG40/ATMGL/ANAC019/NF-YB11/BRL3/AZF2/ATBRI1/HUP35/RGLG1/AtYUC6/ESL1/ATCIPK6/ALDH7B4/RAP2.1/DAG2/NA/AT-GTL1/DREB19/AtMYB60/ATHPR1/ATMYB44/ATCIPK14/AtLEA4-5/AtRPK1/BHLH100/Raf43/ZIFL1/ATWRKY33/ARCK1/UBC32/AtLEA5/ASUS1	59
C	GO:0009751	response to salicylic acid	32/1385	197/21192	0.16243654822335024	2.485455111876706	5.538931163657843	1.6349470066195324e-6	2.6528334077235185e-4	2.3464170926167414e-4	ATEXT1/ACD6/STMP4/ATWAKL10/AtCLO3/ATGRP-5/NA/ATHSPRO2/ABCG40/CRK4/BT1/ATLTL1/CRK5/AP4.3A/EDR4/WAK2/ATSYP122/CBRLK1/DREB26/WRKY4/LecRK-IX.2/AtS40-2/NA/ATMYB44/PROSCOOP4/DIV2/BAP1/UGT76B1/PXMT1/anac081/NA/CRK20	32
C	GO:0050832	defense response to fungus	40/1385	275/21192	0.14545454545454545	2.2256120774532326	5.409547546347793	1.6412355165893536e-6	2.6528334077235185e-4	2.3464170926167414e-4	LTPG5/ACD6/PRX62/ATEXO70B2/AtCLO3/ATMYB29/AtCOR47/ATICS1/LecRK-I.8/At2-MMP/AZI3/ERF109/CEP1/AP2C1/AtMYB28/APG9/MAPKKK5/ATCLH1/atPARG2/ATFH4/APG7/EDR4/ATGRXS13/ATTI1/ATPME3/ATWRKY8/ATSYP122/COR15B/CYP71A13/WRKY4/AtRLP52/ATHCHIB/XLG2/ATMYB44/CBP1/ATWRKY33/ACBP3/POQR/AtBBE19/AtTSA1	40
C	GO:0090693	plant organ senescence	30/1385	180/21192	0.16666666666666666	2.5501805054151623	5.523013301547586	1.986951989656197e-6	2.944000531340598e-4	2.6039528706547e-4	TIFY8/TCP17/AIF/At2-MMP/AtOCT1/COR78/TCP5/CIK3/anac032/MEE35/SENRK1/AtPP2-A13/CHI/ANAC029/APG7/ANAC059/AtWRKY22/COR15B/PES2/ANAC092/AtS40-2/DEAR4/AtDMP1/TCP3/ATGLN1;1/AtLEA5/UGT76B1/anac081/AT-RSH3/ALPHA	30
C	GO:0019684	photosynthesis, light reaction	28/1385	165/21192	0.1696969696969697	2.5965474236954385	5.444103832984674	3.0049546089185222e-6	3.975576639925294e-4	3.516376472706406e-4	MSP-1/NDF2/PSBQ/PETC/PnsL1/PUMPKIN/NA/CRR1/ADS3/CP24/ATPD/ABI2/PPD5/LHCA1/CRR3/cfbp1/LHCA2*1/OE23/NA/AB180/LQY1/LHCB4.3/LHCB5/DEG5/HCF243/LHCA2/AB140/LHCB4.2	28
C	GO:0009620	response to fungus	50/1385	387/21192	0.12919896640826872	1.976884112724932	5.128683876836262	3.1303753070277908e-6	3.975576639925294e-4	3.516376472706406e-4	LTPG5/ACD6/PRX62/ATWAKL10/ATEXO70B2/AtCLO3/ATMYB29/ATLOX2/AtCOR47/ATICS1/LecRK-I.8/NA/At2-MMP/NA/AZI3/ERF109/CEP1/AP2C1/NA/AtMYB28/APG9/MAPKKK5/ATCLH1/atPARG2/ATFH4/APG7/EDR4/NA/ATGRXS13/ATTI1/ATPME3/ATWRKY8/ATSYP122/COR15B/CYP71A13/WRKY4/AtRLP52/ATHCHIB/XLG2/At17.1/ATMYB44/CBP1/ATWRKY33/ACBP3/POQR/PXMT1/AtBBE19/AtTSA1/anac081/NA	50
C	GO:0015979	photosynthesis	34/1385	227/21192	0.14977973568281938	2.2917921722673706	5.1742737939040175	5.0550934768157805e-6	5.991970801185638e-4	5.29986642411423e-4	GAPB/EMB3119/MSP-1/NDF2/PSBQ/PETC/PnsL1/PUMPKIN/NA/CRR1/ADS3/CP24/ATPD/ABI2/PDE327/PPD5/LHCA1/CRR3/cfbp1/ATFER1/LHCA2*1/OE23/NA/AB180/LQY1/LHCB4.3/LHCB5/DEG5/HCF243/LHCA2/AB140/LHCB4.2/NA/AT-RSH3	34
C	GO:0006091	generation of precursor metabolites and energy	53/1385	429/21192	0.12354312354312354	1.8903435914266238	4.92643200292911	6.05502530993311e-6	6.728646875663168e-4	5.951452508578992e-4	NA/ETFQO/EMB3119/PGM/MSP-1/NDF2/APL4/AOX1D/NA/PSBQ/NDB2/PETC/PnsL1/PUMPKIN/NA/CRR1/ADS3/CP24/CSY2/COX1/HRG1/ATPD/ABI2/LTA2/PPD5/LHCA1/NA/CRR3/cfbp1/LHCA2*1/HUP26/PFK3/AtFBA7/HUP17/OE23/NA/AB180/LQY1/NDHD/LHCB4.3/LHCB5/DEG5/NA/HCF243/ADG2/NA/LHCA2/PGL1/EMB3003/AB140/LHCB4.2/ATFD1/AOX1A	53
C	GO:0010150	leaf senescence	28/1385	172/21192	0.16279069767441862	2.4908739820334147	5.191347072035172	6.857253601430723e-6	7.171880531378721e-4	6.343490328506193e-4	TIFY8/TCP17/AIF/At2-MMP/AtOCT1/COR78/TCP5/CIK3/anac032/MEE35/SENRK1/AtPP2-A13/CHI/ANAC029/APG7/ANAC059/AtWRKY22/COR15B/ANAC092/AtS40-2/DEAR4/TCP3/ATGLN1;1/AtLEA5/UGT76B1/anac081/AT-RSH3/ALPHA	28
C	GO:0009768	photosynthesis, light harvesting in photosystem I	9/1385	23/21192	0.391304347826087	5.987380317061686	6.328160640291704	7.489854033370126e-6	7.398311372962268e-4	6.543767208102321e-4	CP24/LHCA1/LHCA2*1/AB180/LHCB4.3/LHCB5/LHCA2/AB140/LHCB4.2	9
C	GO:0009765	photosynthesis, light harvesting	12/1385	43/21192	0.27906976744186046	4.270069683485853	5.675937154493045	1.3295505390035527e-5	0.001244179399130693	0.001100470086022885	CP24/LHCA1/LHCA2*1/NA/AB180/LQY1/LHCB4.3/LHCB5/DEG5/LHCA2/AB140/LHCB4.2	12
C	GO:0009414	response to water deprivation	54/1385	461/21192	0.11713665943600868	1.7923177521789864	4.5481102635226565	2.293305574177021e-5	0.002038748655443372	0.0018032623830634051	AHG3/ATGSTU19/ATHVA22A/STMP4/ATEXO70B2/AtCLO3/ATMYB29/ABI5/ATCTL1/XMPP/ATLOX2/PYR1/AtRDUF2/AtCOR47/XTH6/AIF/AtREM4.1/COR78/AtATL78/ATDR4/ATXDH1/AFP2/SAP5/ABI2/ABCG40/ATMGL/ANAC019/NF-YB11/BRL3/AZF2/ATBRI1/HUP35/RGLG1/AtYUC6/ESL1/ATCIPK6/ALDH7B4/RAP2.1/AT-GTL1/DREB19/AtMYB60/ATHPR1/ATMYB44/ATCIPK14/AtLEA4-5/AtRPK1/BHLH100/Raf43/ZIFL1/ATWRKY33/ARCK1/UBC32/AtLEA5/ASUS1	54
C	GO:0080134	regulation of response to stress	55/1385	477/21192	0.11530398322851153	1.7642758213564016	4.464348636393687	3.0119548130177004e-5	0.00255012174168832	0.0022555691682448345	NIMIN-1/LTPG5/ATHLECRK/ACD6/AT-HSFB1/TIFY8/SPCH/ILL6/ATEXO70B2/ATMYB29/NA/AtSTOP1/PYR1/EXT-like/ATICS1/JAI3/PLIP2/CRK4/RMI2/MAPKKK5/AtGH3.12/ULT/EBS1/AtMORC2/VQ9/atPARG2/AGL24/SARD1/EDR4/IDN2/RGLG1/ATWRKY8/ATSYP122/AtRLP51/RHA2B/LIK1/ATGLR3.6/NA/ANAC092/FLS2/WRKY4/AtPAM16/LecRK-IX.2/AtMYB60/ABS3/XLG2/ANAC091/ATMYB44/ATSPX1/ARCK1/ATGSTU4/BAP1/JAZ7/ATWRKY58/FDM2	55
C	GO:0042546	cell wall biogenesis	35/1385	260/21192	0.1346153846153846	2.059761177450708	4.546535415861776	3.861856527512144e-5	0.0031179534664448985	0.0027578133200335557	XTH30/ATCESA3/XTH6/AtMYB83/XTH9/COBL8/FRA8/ATCESA2/FEI2/FLA13/ATCSLD2/XTH7/AtkdsA1/FUT8/AtMSR2/AtMSR1/XTH10/TED6/AtXTH32/PHGAP1/AGP18/TED7/anac075/XTH8/NA/ATMAP70-1/ANAC007/RAY1/MYC4/ATCSLG2/PXC1/HSR8/AtMYB43/ATFLA11/FLA9	35
C	GO:0002239	response to oomycetes	20/1385	113/21192	0.17699115044247787	2.7081562889364554	4.814299292212433	4.033348128697e-5	0.0031179534664448985	0.0027578133200335557	LTPG5/ATHLECRK/ACD6/LecRK-VII.2/ATEXO70B2/LecRK-I.8/DTX18/ABCG40/LecRK-IX.1/SARD1/NA/AtRLP51/LecRK-VI.3/AtPAM16/LecRK-IX.2/LecRK-V.2/ATGSTF2/ARCK1/UGT76B1/LecRK-VI.1	20
C	GO:0009625	response to insect	13/1385	58/21192	0.22413793103448276	3.4295530934893566	4.899376346096065	7.433986648981487e-5	0.005507345109120452	0.004871217567358923	ATMYB29/NOI3/LAC6/UGT73B5/AtMYB28/CHI/ATTPS03/AN5/NOI10/CYP83A1/PROSCOOP4/AtLEA5/CYP79F2	13
C	GO:0140546	defense response to symbiont	44/1385	375/21192	0.11733333333333333	1.7953270758122741	4.109070495111372	1.2206858681747266e-4	0.008681517894458656	0.007678756577065439	NIMIN-1/LTPG5/ERF59/ILL6/ATMYB29/NA/ATICS1/SHM1/GLY1/SDE3/CEP1/CRK7/CRK4/LecRK-IX.1/AtMYB28/MAPKKK5/AtGH3.12/CHI/CRK5/AtMORC2/SARD1/ATRBP31/CRK10/ATSYP122/NA/ATMES1/CYP71A13/LIK1/ATGLR3.6/NA/ANAC092/FLS2/GH3.5/LecRK-IX.2/ATPUB17/ATHCHIB/RPS2/XLG2/NA/ATWRKY33/ATDCL3/DELTA-OAT/AGO5/CRK20	44
C	GO:0071669	plant-type cell wall organization or biogenesis	45/1385	391/21192	0.11508951406649616	1.7609942109004957	4.016232871062183	1.605460204980921e-4	0.010978877863292606	0.009710759296524275	ATC/VIF2/BGAL4/ATCESA3/PMR6/FEI1/AtMYB83/XTH9/COBL8/FRA8/ATCESA2/FEI2/FLA13/ATEXP5/FRB1/ATEXP8/ATCSLD2/SLP2/ATEXP4/AtkdsA1/AtMSR2/AtMSR1/PME1/XTH10/TED6/ATEXP3/PHGAP1/AGP18/TED7/anac075/ATBCAT-2/NA/ATMAP70-1/RRT1/ANAC007/NA/MYC4/ATROPGEF7/DGR2/ATCSLG2/PXC1/ATEXPB3/HSR8/AtMYB43/ATFLA11/FLA9	45
C	GO:0098542	defense response to other organism	52/1385	477/21192	0.1090146750524109	1.6680425947369617	3.902223468974686	2.0494834880319243e-4	0.013496228302669486	0.01193734242151928	NIMIN-1/LTPG5/ERF59/ILL6/LRRAC1/ATMYB29/NA/PMR6/NA/EXT-like/BGLU28/ATICS1/SHM1/GLY1/SDE3/DTX18/CEP1/CRK7/CRK4/LecRK-IX.1/AtMYB28/MAPKKK5/AtGH3.12/CHI/CRK5/AtMORC2/SARD1/ATRBP31/CRK10/ATSYP122/NA/ATMES1/CYP71A13/LIK1/ATGLR3.6/NA/ANAC092/FLS2/GH3.5/LecRK-IX.2/ATPUB17/ATHCHIB/RPS2/XLG2/NA/BGLU30/ATWRKY33/NHL17/ATDCL3/DELTA-OAT/AGO5/CRK20	52
C	GO:0009611	response to wounding	34/1385	274/21192	0.12408759124087591	1.8986745368784421	3.959213304998743	2.453958785816931e-4	0.015582638289937513	0.013782761000039456	ATEXT1/ERF59/TIFY8/ADC2/ATMYB29/ATLOX2/JAI3/COR78/AP2C1/ATIMD1/AtPP2-A13/AtFDH1/AP4.3A/HUP35/ANAC059/AtHNL/NA/ATCK1/EFD/CYP74B2/LIK1/ATGLR3.6/KFB20/ATTPS03/AtCAF1a/ATM4/ATHCHIB/ATSEN1/PROSCOOP4/BAP1/JAZ7/anac081/NA/NA	34
C	GO:0048366	leaf development	48/1385	439/21192	0.10933940774487472	1.673011356627715	3.7679529525098663	3.3021898430813615e-4	0.020245839796547108	0.017907338023824156	ASE2/TIFY8/TCP17/TIE4/AIF/At2-MMP/AtOCT1/COR78/TCP5/CIK3/PLL4/anac032/MEE35/AtGRF9/CRF2/SENRK1/AtPP2-A13/CHI/ATBRI1/ANAC029/APG7/ATFER1/ANAC059/DOT3/AT-NHX1/DPA4/AtWRKY22/COR15B/PME53/ANAC092/CRF1/EAL1/AtS40-2/DEAR4/PAC/YAB3/AtGRF2/LAX2/AT2301/TCP3/ATGLN1;1/AtLEA5/UGT76B1/ATGCP2/anac081/CRF3/AT-RSH3/ALPHA	48
C	GO:0016051	carbohydrate biosynthetic process	37/1385	313/21192	0.1182108626198083	1.8087542242880703	3.811756463316313	3.529350140723776e-4	0.02039832763518718	0.01804221270911708	ATGSL12/GAPB/EMB3119/ATCESA3/ATMYB29/FRK3/ATCTL1/GALT1/ATPGMP/APL4/TPPE/FRA8/PTST/ATCESA2/ATTPS9/AtMYB28/AFP4/AtTPPD/ATGSL07/cfbp1/F8H/GPP2/AtkdsA1/SDI2/FUT8/AtMSR2/DIN9/AtMSR1/AtFBA7/ATTPS8/AGP18/NA/ATTPS11/ADG2/TBL34/ATCSLG2/HSR8	37
C	GO:0032787	monocarboxylic acid metabolic process	52/1385	488/21192	0.10655737704918032	1.6304432739539563	3.7258044653078244	3.55651381715862e-4	0.02039832763518718	0.01804221270911708	AtPNC2/NA/ATNFXL1/ILL6/CER60/PGM/AtCLO3/ACL/FRK3/ATCTL1/NA/ATLOX2/NA/ADS3/ATICS1/CSY2/DECR/ATMGD2/ETFBETA/LTA2/UGT71B6/CYP86A7/ATECH2/EMB3147/ATECI3/ACX4/KCS8/ATSAGT1/SARD1/AAE14/AtFAP3/AtHNL/NHL6/ATMES1/PFK3/AtFAP1/CYP74B2/PPDK/AtFBA7/ELO3/AtHGO/HIC/CBP60f/AtFAD8/CYP86A4/BIO2/ACBP3/DIV2/ADS1/EMB3003/UGT71D1/ALPHA	52
C	GO:0009832	plant-type cell wall biogenesis	28/1385	217/21192	0.12903225806451613	1.9743332945149645	3.814851941305934	4.449275014438643e-4	0.024721284298974713	0.021865844972274125	ATCESA3/AtMYB83/XTH9/COBL8/FRA8/ATCESA2/FEI2/FLA13/ATCSLD2/AtkdsA1/AtMSR2/AtMSR1/XTH10/TED6/PHGAP1/AGP18/TED7/anac075/NA/ATMAP70-1/ANAC007/MYC4/ATCSLG2/PXC1/HSR8/AtMYB43/ATFLA11/FLA9	28
C	GO:0009753	response to jasmonic acid	29/1385	230/21192	0.12608695652173912	1.9292669910532096	3.746962373380074	5.215387158476327e-4	0.027607576640854566	0.024418755255128016	ATEXT1/ERF59/ChiC/TIFY8/STMP4/ILL6/ADC2/ATMYB29/ATLOX2/JAI3/At2-MMP/ABCG40/ATIMD1/NDL2/AP4.3A/ATSYP122/ATGLR3.6/DREB26/ATTPS03/WRKY4/ATVSP1/ATMYB44/ATSEN1/JAV1/AtBBE22/JAZ7/anac081/NA/NA	29
C	GO:0006979	response to oxidative stress	46/1385	425/21192	0.10823529411764705	1.6561172223401994	3.6131025053628965	5.422011903532866e-4	0.027607576640854566	0.024418755255128016	ATGSTU19/ADC2/AtSTOP1/BIP3/COR78/ISTL6/ATXDH1/CAT1/HRG1/ATHSPRO2/NA/CRK7/ABCG40/BT1/ATMSRB4/NDH18/F6'H1/AtTPPD/ATMSRA1/AtBBE24/HUP35/ATFER1/ANAC059/ATGRXS13/PER4/NA/ATNDPK2/ATWRKY8/HUP26/AtYUC6/ATHSP22.0/ANAC092/ATACP5/TAPX/HSP17.6A/ATFC-I/HSP17.6B/ATSEN1/ATCIPK14/Raf43/AtUSP/AtLEA5/ATMSRA2/PRXIIC/AtBBE19/NA	46
C	GO:0002229	defense response to oomycetes	15/1385	88/21192	0.17045454545454544	2.608139153265507	3.997365265693512	5.434562330876884e-4	0.027607576640854566	0.024418755255128016	ATHLECRK/ACD6/LecRK-VII.2/ATEXO70B2/LecRK-I.8/DTX18/ABCG40/LecRK-IX.1/SARD1/AtRLP51/LecRK-VI.3/AtPAM16/LecRK-IX.2/LecRK-V.2/LecRK-VI.1	15
C	GO:0009926	auxin polar transport	17/1385	108/21192	0.1574074074074074	2.4085038106698757	3.880472963550274	6.238308414485152e-4	0.030810312113762776	0.027251557810645664	ICR1/ALA10/AtLAZY1/ABCB19/NDL2/APM1/SAUR62/SAUR19/AUF1/ATCIPK6/AtPAM16/ALA5/ZIFL1/AtAUX1/ATCCD7/SAUR63/CLEL	17
C	GO:0070542	response to fatty acid	29/1385	234/21192	0.12393162393162394	1.8962880681292236	3.645624105756669	6.909347348811892e-4	0.033202215097804175	0.029367183326102327	ATEXT1/ERF59/ChiC/TIFY8/STMP4/ILL6/ADC2/ATMYB29/ATLOX2/JAI3/At2-MMP/ABCG40/ATIMD1/NDL2/AP4.3A/ATSYP122/ATGLR3.6/DREB26/ATTPS03/WRKY4/ATVSP1/ATMYB44/ATSEN1/JAV1/AtBBE22/JAZ7/anac081/NA/NA	29
C	GO:0031347	regulation of defense response	37/1385	326/21192	0.11349693251533742	1.7366259883502027	3.5442756983829242	7.654512085991712e-4	0.03581505918129806	0.03167823007332859	NIMIN-1/LTPG5/ATHLECRK/ACD6/TIFY8/ILL6/ATEXO70B2/NA/EXT-like/ATICS1/JAI3/PLIP2/MAPKKK5/AtGH3.12/EBS1/AtMORC2/SARD1/EDR4/ATSYP122/AtRLP51/LIK1/ATGLR3.6/NA/ANAC092/FLS2/WRKY4/AtPAM16/LecRK-IX.2/ABS3/XLG2/ANAC091/ATMYB44/ARCK1/ATGSTU4/BAP1/JAZ7/ATWRKY58	37
C	GO:1900424	regulation of defense response to bacterium	11/1385	56/21192	0.19642857142857142	3.0055698813821556	3.973851867888663	8.692476499852094e-4	0.03962877747881288	0.03505144369980845	ATHLECRK/ACD6/ATEXO70B2/EXT-like/MAPKKK5/AtMORC2/SARD1/AtRLP51/WRKY4/AtPAM16/LecRK-IX.2	11
