gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G77120	1994.1181854620984	6.032092375635618	0.11873815146657773	50.801636214907084	0	0
AT1G08380	15879.67268760564	-4.213749647532686	0.09879666852345512	-42.65072608731041	0	0
AT1G44000	2140.1427754504884	-4.249683940981784	0.09200835668571104	-46.18802132830357	0	0
AT1G32060	13989.327844436517	-3.731538210406992	0.08769941692233556	-42.54917924610092	0	0
AT1G15820	25234.52504457974	-4.88209911721269	0.10260120428942632	-47.58325353999593	0	0
AT1G01060	5373.2257190667	-3.9934536459272407	0.07787662134320447	-51.27923601523463	0	0
AT1G52690	1549.472211687407	6.320744494146495	0.15253530592069478	41.43791141332707	0	0
AT1G12900	19375.639312945044	-4.501542896414939	0.08485672438730053	-53.04874691920856	0	0
AT1G05560	5258.235120887941	4.179186088978036	0.0909942483240151	45.92802474829686	0	0
AT1G58602	2509.0683778137322	-4.041103160262487	0.10436570950505387	-38.72060257556912	0	0
AT1G68010	8797.953270418762	-3.2570043891766933	0.08389023311328077	-38.82459576406962	0	0
AT1G06680	27654.086161957035	-3.812689976001901	0.07415811496900228	-51.41298396804701	0	0
AT1G51400	5293.822347850697	-3.707736617665971	0.07825793152702502	-47.37841322046147	0	0
AT1G61520	31301.76568908752	-3.557153690530742	0.08151241085836008	-43.63941212230644	0	0
AT1G17020	2683.686488827165	6.793983825632612	0.1419391037014649	47.865483495810565	0	0
AT1G09340	8271.930208601761	-4.332782164408309	0.10039320037115095	-43.158123741350316	0	0
AT1G62780	1041.115027814456	-3.348570597256699	0.08648018027642794	-38.72067086994065	0	0
AT1G17050	1265.4606424664	-3.0503081193369406	0.0746287451064389	-40.87309943355544	0	0
AT1G73870	1361.0518641759522	-5.1261940621255855	0.1311201709710899	-39.095388788471276	0	0
AT1G15980	2362.4510797466924	-3.049061899484613	0.07844872800333187	-38.8669386628565	0	0
AT1G28330	1215.9854980135008	4.592623084974175	0.09672067949982345	47.483362490051135	0	0
AT1G20340	27677.996059107667	-3.1494109900450367	0.07149746278907537	-44.049269263387885	0	0
AT1G52230	11348.269807178916	-4.9890867224686595	0.09996596852569715	-49.90785160237976	0	0
AT1G31330	18842.15080475751	-3.6707954884370597	0.09140275677166182	-40.160664930569574	0	0
AT1G23310	30400.701162702393	-2.4930275940267665	0.056437139549360374	-44.17352852984947	0	0
AT1G53470	1122.9407197735563	6.951091591295456	0.16124489870461375	43.10890854308039	0	0
AT1G29720	1247.0058355766812	-6.365830150129192	0.1595023960958229	-39.910561257680705	0	0
AT1G09500	10990.323461490974	7.282560671731043	0.1358048290067727	53.62519672527886	0	0
AT1G04530	1633.2379600474042	-3.2066358226755907	0.06891421227482261	-46.53083474113968	0	0
AT1G31580	20946.62990803329	-5.862292166506711	0.10703432385811558	-54.770207866008946	0	0
AT1G30380	12207.231487812947	-3.927424212975391	0.09862580943454632	-39.82146494404036	0	0
AT1G55480	2837.5256874189045	-3.1499588585700775	0.07779899653727551	-40.4884252852908	0	0
AT1G67090	90749.84860246273	-3.938320462151225	0.09789361139126086	-40.230617771476005	0	0
AT1G44575	16778.904136906593	-3.246743025016268	0.07549178827590768	-43.00789660923198	0	0
AT1G32080	3449.5216809284193	-3.695612799087947	0.09051344833083266	-40.82943327471335	0	0
AT5G22860	4427.738053602156	5.233631142770629	0.1296674059852281	40.36196377188923	0	0
AT5G54960	1218.5309867585681	4.149356248906528	0.10581886975543099	39.211874578669544	0	0
AT5G12470	1803.3306955293053	-4.659683629757927	0.09679820733369564	-48.138119063449665	0	0
AT5G54270	46483.0947376972	-5.778018483968962	0.13345328310524882	-43.29618837036845	0	0
AT5G66570	36589.87225099574	-3.2271778475261343	0.07482020628778319	-43.13243718031656	0	0
AT5G37260	1461.037042449229	4.926418275521859	0.12059181670065906	40.852011440797334	0	0
AT5G46110	15565.507863120423	-3.47013875637204	0.0811219422394217	-42.77682043324778	0	0
AT5G09660	11886.331862322126	-2.973463617431847	0.06258277128462633	-47.512495154753374	0	0
AT5G19220	2447.3512243871937	-4.084384332340855	0.09289739948009669	-43.966616452120775	0	0
AT5G48180	15408.539271562844	4.288421154838241	0.10752588508411474	39.88268640135833	0	0
AT5G23240	1777.3758794616938	6.685448003859727	0.14837266260997065	45.05848911961539	0	0
AT5G64040	14816.04985068509	-4.268108843825013	0.08767041936222238	-48.68356824199432	0	0
AT5G17380	7654.114157683175	4.398830244900998	0.1084005497080457	40.57940902281705	0	0
AT5G02120	1731.0943503641665	-3.0740346004478365	0.07466703196647312	-41.169904836021004	0	0
AT5G39530	1215.4835167004092	-3.5383754457277092	0.09031707155182844	-39.17726056581908	0	0
AT5G23060	5867.056853503886	-4.617610456622595	0.09591398045261322	-48.143247051496814	0	0
AT3G54500	9222.840161012968	-2.9146586233723006	0.07322595464927772	-39.80362751612211	0	0
AT3G01550	1099.0743671491628	-5.333940322007931	0.11573471240687166	-46.08764484812624	0	0
AT3G54890	29972.403743033417	-4.571464726394504	0.10669741786678841	-42.84512988029356	0	0
AT3G02380	1876.3366491151396	-5.760772334322371	0.11174393144689032	-51.55333501990085	0	0
AT3G26650	31851.168296580727	-3.1523128005077017	0.06977031293060496	-45.18129083988858	0	0
AT3G21055	7528.006867365052	-4.237434139093684	0.10624881607946311	-39.882177472213165	0	0
AT3G54050	6299.199243279787	-3.3656968007114556	0.08156832906003982	-41.262299221969776	0	0
AT3G51820	1939.49633269958	-3.146379856263319	0.0672970462803126	-46.7536100047793	0	0
AT3G10060	1089.4506391267014	-3.610165040631192	0.0935346418703031	-38.597090537184236	0	0
AT3G47470	51341.90892957261	-4.16384613005693	0.08693012862772863	-47.89876876736569	0	0
AT3G22231	2041.7947327001568	-7.486125470101545	0.18957166716049761	-39.48968525852307	0	0
AT3G55330	1760.4443369996216	-3.342363394398934	0.08345313680819136	-40.0507820584506	0	0
AT3G56940	19093.782970921297	-3.630592291689636	0.08970472476254218	-40.47269863767148	0	0
AT3G04790	2411.5283141437612	-2.8771867123574006	0.0694680566347318	-41.41740609624165	0	0
AT3G16140	7315.0026482018675	-3.7733420438726295	0.07984136351271942	-47.26049102695376	0	0
AT3G08940	18269.79930657821	-5.16200637460016	0.10101253752514479	-51.102630436496014	0	0
AT3G57520	21195.17543237646	4.879881452829242	0.09827467286519223	49.65553494666111	0	0
AT3G01060	2146.3286140594673	-3.0661916079710503	0.07251421742530331	-42.28400604515281	0	0
AT3G56910	3149.8461461851007	-2.7344756741296377	0.07077736498420147	-38.634889483947475	0	0
AT2G05100	19399.877960498015	-4.48517899136029	0.10184971009426837	-44.037228846395074	0	0
AT2G33150	15438.902932623792	3.8333014313214453	0.08239275122414307	46.52474124687556	0	0
AT2G30570	16515.946801674552	-3.1123931925276462	0.06815664472406745	-45.66529360604806	0	0
AT2G05070	14647.198863504886	-5.707522143344589	0.13746840940235	-41.5187908855445	0	0
AT2G04039	1524.258540710695	-3.3524089473542653	0.07641330586075379	-43.87205748516212	0	0
AT2G45570	2930.6832745191655	6.558281270015956	0.15318112965932085	42.813898060431846	0	0
AT2G22470	5428.374996488069	7.007842938822879	0.15692425658300083	44.65748693935198	0	0
AT2G46820	12102.172269358367	-4.362299600511315	0.08513539341587097	-51.23955414409459	0	0
AT2G41090	10046.776247738522	-5.342907207160732	0.0873358547595101	-61.17656055320094	0	0
AT2G46830	4653.665833914108	-2.4817166546140434	0.0629277685951706	-39.43754418783734	0	0
AT2G39730	93257.94706359693	-3.72623550729137	0.09050014257947343	-41.1738081409004	0	0
AT2G29940	715.62815546053	4.293451127833044	0.10617509053510284	40.43746142522548	0	0
AT2G25510	12988.646920559186	-5.510506870065161	0.13925573522319604	-39.57113049048243	0	0
AT2G21330	22432.626740128584	-3.3067394822897156	0.07230145675893722	-45.73544753482395	0	0
AT4G12800	21948.725447667188	-3.3163864597121497	0.06686058003310336	-49.601520927131844	0	0
AT4G05180	14081.266094990557	-4.045323775967012	0.08262319317139084	-48.961116372923584	0	0
AT4G24000	6468.17497105079	6.74398410210302	0.14159240730786682	47.629560301488894	0	0
AT4G23680	4674.864570300023	6.505953732375463	0.11233942566119007	57.9133611738152	0	0
AT4G32260	8076.29424436875	-2.2450180854702952	0.05485466767830208	-40.92665547873365	0	0
AT4G10120	1916.614045609142	-3.682247721816732	0.08546169426295781	-43.08652845667665	0	0
AT4G20360	12416.964471988342	-2.359879418516743	0.059984250749516216	-39.3416503337049	0	0
AT4G25080	3180.2188341588126	-3.3229628202792734	0.07931943514977356	-41.893425161245105	0	0
AT4G16370	2123.753938343454	-3.052333907504148	0.07773118943665573	-39.26781424065997	0	0
AT4G10340	45062.77283642314	-4.936209429436066	0.09987209133277332	-49.42531355420045	0	0
AT4G39090	11820.301596031253	3.8366672595600355	0.0897839480135622	42.73221822435891	0	0
AT4G22890	5949.6738119795855	-3.1742232085537476	0.07990897402598685	-39.72298790272883	0	0
AT4G33150	6264.979864021576	5.437940389431088	0.13707377347038277	39.671632667251636	0	0
AT4G21280	10666.533039928967	-3.862142600910846	0.09754204818425623	-39.59464326210668	0	0
ATMG01360	1510.1133828327177	6.954536703911588	0.17639526585765272	39.42586934007488	0	0
AT5G65110	3810.0169042882385	3.696249077185657	0.09610151040146461	38.461924914026376	1e-323	2.036e-321
ATMG00640	1495.7695731706424	7.871075594431012	0.2049231880985245	38.40988258803927	9e-323	1.814e-320
AT3G61470	19617.836136694765	-3.308819172901983	0.08629621951539515	-38.34257388658484	1.196e-321	2.41494e-319
AT1G16880	4690.625186450454	-2.6825104924548038	0.07001062620619117	-38.31576201810325	3.35e-321	6.70017e-319
AT4G37930	17960.80349756972	-2.831009383564307	0.07389168614360991	-38.312962273755474	3.725e-321	7.37956e-319
AT2G37870	1617.7448121654643	6.709177680502034	0.17573420054129435	38.177985046943085	6.53155e-319	1.2815519e-316
AT2G34420	30103.96251370812	-4.4328482423910005	0.11641774579198522	-38.07708362874159	3.068636e-317	5.96415422e-315
AT1G03220	13829.921034411354	6.313925095919946	0.16763835653283085	37.66396442023939	1.93299781418465e-310	3.7218337353114235e-308
AT3G11630	4780.630930682108	-3.1418606462973497	0.08344985902677807	-37.64968189208281	3.31111653637274e-310	6.316261377995478e-308
AT5G42530	11182.816201937307	-5.295386835701535	0.14066870646707114	-37.6443842322608	4.0425155150909e-310	7.640725196504823e-308
AT5G04250	914.2100483740037	6.030888947794623	0.1604159355770374	37.595323220855306	2.563189597396263e-309	4.800621098687074e-307
AT1G73750	2918.130247106181	4.438325284033163	0.11838259073691679	37.49136808381321	1.2733750546445368e-307	2.3634299888096167e-305
AT1G78630	3078.7722262867346	-2.6855853765122073	0.07171899370099707	-37.445943367647544	6.992824616563978e-307	1.2863051138433133e-304
AT4G26860	1080.2607612323195	-2.976951681759355	0.07958002704711875	-37.40827682801268	2.8663922033275366e-306	5.225965679022469e-304
AT4G38970	28539.227968259584	-3.3106982827722775	0.08852537455657052	-37.39829737355854	4.1644532473527e-306	7.525970684382484e-304
AT1G21680	3210.815568240041	3.006994588653038	0.08055678505122142	37.32763896599229	5.846809742183114e-305	1.0474432548561435e-302
AT1G44800	1489.0345935242456	3.445861004518501	0.092384079026573	37.299294865810666	1.6848663693137485e-304	2.9923807707415385e-302
AT1G74470	13796.581732801558	-3.0244235545327354	0.08112370725628178	-37.281624038434714	3.2579974164544437e-304	5.736860066136278e-302
AT5G08050	1437.0186399049953	-3.797781708975723	0.10216614003385953	-37.172606381302806	1.8913288019448e-302	3.3021318625141335e-300
AT1G29930	69284.69604241414	-5.030065376724515	0.13580203318578932	-37.039691223495424	2.6317681853947845e-300	4.5562763155885165e-298
AT3G60300	1892.3096013850113	2.0761968476017896	0.05644571094273273	36.78218969919973	3.5569559583594335e-296	6.106700554510088e-294
AT4G04640	10527.283116133185	-2.5862805628519077	0.07034064485574285	-36.76793933515887	6.009551366860298e-296	1.0232130352070733e-293
AT1G54570	2186.434589104229	4.620302200169494	0.1258064054920341	36.72549249061922	2.862514852853611e-295	4.833895983482795e-293
AT4G03280	10248.391842823163	-2.828230605588233	0.07701124858662543	-36.72490262778849	2.9252484710044525e-295	4.899672276392986e-293
AT5G61380	1034.726357077857	3.3096217535689365	0.09036870491327564	36.623538610463534	1.2073349181912399e-293	2.0059285471432198e-291
AT5G38410	28602.721832406114	-3.9007975124244543	0.10652226921201649	-36.619549520302705	1.3973963989502078e-293	2.3031328488937745e-291
AT3G06810	1974.536517176375	2.894944123968555	0.07930448665793875	36.50416572841856	9.524073235939153e-292	1.5572615619588765e-289
AT1G21500	1726.220753575152	-4.348271319864917	0.11914930927321626	-36.49430572773258	1.365321255764e-291	2.214830591437002e-289
AT1G64860	2626.3635606809794	-2.7493487842701607	0.0754593070116535	-36.4348533421539	1.1952302856458574e-290	1.9237604956934337e-288
AT2G42220	2177.6774651541878	-4.332614088798191	0.11898969604804366	-36.41167456255071	2.7821419015963973e-290	4.443231585789843e-288
AT2G25450	18059.489035946153	3.5486964193711685	0.09752347782568488	36.388124157284146	6.560714395892468e-290	1.0397218306475125e-287
AT1G16720	3213.588947486733	-3.138275940946475	0.0864862564276013	-36.28641209107674	2.650273450650543e-288	4.168010200786449e-286
AT2G19450	584.8600557602947	5.023156390152673	0.13861884793023005	36.23718177690338	1.5818783420197599e-287	2.4689286062341736e-285
AT2G26080	10223.429327042862	-2.8060368073407087	0.07757345049452063	-36.17264398389642	1.6395026051992282e-286	2.539626516715376e-284
AT3G52720	1074.2308659586884	-4.216036825475871	0.11664308341933792	-36.14476488347792	4.496210378087457e-286	6.912755687265506e-284
AT5G13650	7629.73657451106	-2.0129713620161658	0.055954979292829006	-35.97483883394344	2.070281172220572e-283	3.159402422969498e-281
AT1G54100	8258.49074166881	3.844096236481967	0.10686790334902485	35.97054041499583	2.4167639339661546e-283	3.6610419534978474e-281
AT4G28750	11362.535945145879	-3.6533330709041403	0.101598393299736	-35.95857131447012	3.7181457975246954e-283	5.591331366467429e-281
AT4G04570	1001.1221511401354	-4.209168204889801	0.11736507566903863	-35.863890351499144	1.1171684222363268e-281	1.6678191184719425e-279
AT4G26530	1544.7488163446465	-5.8811569095049325	0.16403582189758642	-35.8528816539643	1.6584077318084407e-281	2.458022740339388e-279
AT4G01050	5269.2130049384605	-2.9288088718310084	0.0819455355710183	-35.74092049581821	9.154615432812908e-280	1.3471670510486536e-277
ATMG00160	1321.006196960275	7.475318024197619	0.20957751146985992	35.668512197563096	1.2170507847725582e-278	1.778275196303847e-276
AT1G03600	3103.562944274446	-3.289229937800662	0.09222921989257084	-35.66364262466903	1.448089968425448e-278	2.1009541922183862e-276
AT4G33010	22339.324153494297	-3.3347193025929025	0.09352865454956584	-35.65452019654208	2.005309182858731e-278	2.88904753743046e-276
AT1G80160	2544.1969378793747	7.026092881295253	0.1981254881203785	35.46284199954268	1.8390494811952683e-275	2.631117875804508e-273
AT3G18440	910.8971143918792	3.913328439514047	0.11053927584303504	35.40215375638017	1.5820316467037802e-274	2.2477942058890537e-272
AT1G07180	1998.8713629389442	-3.184642396530184	0.09000672898021468	-35.38227011038512	3.1995078513185197e-274	4.5148123803331606e-272
AT4G39800	5742.570537673642	-4.197549213734581	0.1187511364493722	-35.34744457392325	1.0974564880442125e-273	1.5380815351487664e-271
AT3G55800	11387.217274547285	-4.05100212604143	0.11469147209159221	-35.320866078049065	2.8091302735534077e-273	3.910385263226169e-271
AT5G38420	14948.812619200691	-5.202412368767136	0.14760542861378145	-35.24539996682346	4.0354027981127894e-272	5.579689157497965e-270
AT3G26570	4601.4421913281	-2.37379450048643	0.06766081946735882	-35.083738553175586	1.1932667381199494e-269	1.6389120892498131e-267
AT5G14060	2485.8356382528864	-3.5152628869752283	0.10029630914799835	-35.04877613978863	4.0701958269365726e-269	5.553256584539554e-267
AT4G37990	4235.121830369977	7.034214803584041	0.20103862451723034	34.989369930658086	3.264641765619895e-268	4.424878266796123e-266
AT1G03680	2334.8493717757824	-2.2295979996336888	0.06372941029205414	-34.98538570208106	3.7533975327807303e-268	5.054084703944354e-266
AT3G28740	1798.0797093917383	6.093486770750018	0.17451139230365817	34.91741536361741	4.045788280381136e-267	5.41242403587092e-265
AT4G28660	1524.3807725213956	-3.108089872454611	0.08905966368407658	-34.89896260421565	7.708753998464945e-267	1.024617741137902e-264
